OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,COMPLEX_INCNUM,IRWINID,FIRE_NUM,DECADES,SHAPE_Length,SHAPE_Area
32866,1972,CA,USF,KNF,DILLON,00000000,1972/09/03 00:00:00+00,,1,,1,8.4002123,,,,,00000167,1970,1119.05222598491,60775.9456589935
32867,1973,CA,CDF,HUU,APPLE,00000000,1973/09/08 00:00:00+00,,14,,1,734.8642,,,,,00000248,1970,14129.0555548977,5124326.27307247
32868,1973,CA,CDF,LNU,AZEVEDO #2,00000000,1973/09/08 00:00:00+00,,14,,1,615.70026,,,,,00000316,1970,11093.9074828606,4040167.38351909
32869,1973,CA,CDF,TGU,BABER,00000000,1973/06/28 00:00:00+00,,14,,1,332.51358,,,,,0000070G,1970,5709.42511654641,2260015.56545149
32870,1973,CA,CDF,LMU,BIG VALLEY MT.,00000000,1973/08/17 00:00:00+00,,14,,1,258.52747,,,,,00000160,1970,7476.02691026854,1844189.58221342
32871,1973,CA,CDF,LMU,CALABRESE,00000000,1973/07/30 00:00:00+00,,14,,1,644.5658,,,,,00000136,1970,11240.7232562669,4619367.09587819
32872,1973,CA,CDF,BTU,CHEROKEE RD. #6,00000000,1973/09/09 00:00:00+00,,14,,1,728.01257,,,,,00000310,1970,11156.765060611,4964390.69580955
32873,1973,CA,CDF,MEU,DOGHOUSE,00000000,1973/09/08 00:00:00+00,,14,,1,8058.7935,,,,,00000299,1970,43209.4365781833,55129346.8923361
32874,1973,CA,CDF,MEU,ETSEL RIDGE,00000000,1973/09/09 00:00:00+00,,14,,1,581.30817,,,,,00000301,1970,11046.5787919144,3988413.16813348
32875,1973,CA,CDF,HUU,FINLEY CREEK,00000000,1973/09/07 00:00:00+00,,14,,1,12832.894,,,,,00000242,1970,56286.5708472626,88744855.0794796
32876,1973,CA,CDF,AEU,FISH & GAME #4,00000000,1973/07/01 00:00:00+00,,14,,1,242.24886,,,,,00000407,1970,6333.80803978141,1631030.61382107
32877,1973,CA,CDF,MEU,FORD CROSSING,00000000,1973/07/09 00:00:00+00,,14,,1,113.31971,,,,,000182-M,1970,5622.82214008893,757880.780160744
32878,1973,CA,CDF,BTU,HWY 32/SANTOS,00000000,1973/07/24 00:00:00+00,,14,,1,742.24011,,,,,00000194,1970,9014.05294879356,5096732.38598965
32879,1973,CA,CDF,BTU,L. SEVEN,00000000,1973/08/01 00:00:00+00,,14,,1,677.78003,,,,,00000211,1970,10792.9644713564,4629538.4526187
32880,1973,CA,CDF,MEU,MILL CREEK,00000000,1973/08/19 00:00:00+00,,14,,1,978.03583,,,,,00000247,1970,11398.9210486851,6587582.60244889
32881,1973,CA,CDF,BTU,PENTZ/67,00000000,1973/10/03 00:00:00+00,,14,,1,132.71646,,,,,00000349,1970,3713.87573610861,906796.706037975
32882,1973,CA,CDF,AEU,RUSSELL,00000000,1973/06/18 00:00:00+00,,14,,1,407.70453,,,,,00000133,1970,6924.03949583665,2700440.0729408
32883,1973,CA,CDF,LNU,SIGNAL HILL,00000000,1973/09/08 00:00:00+00,,14,,1,4393.3857,,,,,00000308,1970,34363.2055569119,28968615.4564005
32884,1973,CA,CDF,LMU,SUNNYSIDE DUMP #3,00000000,1973/08/09 00:00:00+00,,14,,1,640.70978,,,,,00000156,1970,12628.268884225,4464932.12598468
32885,1973,CA,CDF,BTU,TRAINER HILLS,00000000,1973/06/27 00:00:00+00,,14,,1,808.92444,,,,,00000370,1970,9965.71552164885,5482178.55048715
32886,1973,CA,CDF,TGU,INSKIP GRADE,00000000,1973/08/19 00:00:00+00,,14,,1,19560.859,,,,,00000143,1970,61267.8425993228,136518587.814893
32887,1973,CA,CDF,SLU,CHOLAME,00000000,1973/07/26 00:00:00+00,,14,,1,240.3437,,,,,00000183,1970,6633.89221737098,1480758.61004307
32888,1973,CA,CDF,SLU,COUNTY LINE,00000000,1973/07/27 00:00:00+00,,14,,1,4035.1665,,,,,00000189,1970,27140.7901453653,24855200.1033509
32889,1973,CA,CDF,MMU,LIGHTNING #58,00000000,1973/06/27 00:00:00+00,,14,,1,471.86542,,,,,00000154,1970,7869.08615363427,3007746.46618331
32890,1973,CA,USF,CNF,BUCKMAN,00000000,1973/08/11 00:00:00+00,1973/08/12 00:00:00+00,9,8,1,137.66765,,,,,00000053,1970,5882.03438904857,788362.057435438
32891,1973,CA,CDF,MVU,TARPOT,00000000,1973/10/30 00:00:00+00,,14,,1,567.7251,,,,,00000505,1970,9227.74173914926,3272226.60550415
32892,1973,CA,USF,BDF, ,00000000,,,14,,1,24.568565,,,,,00000000,1970,1394.25988244449,144853.420407199
32893,1973,CA,CDF,RRU, ,00000000,,,14,,1,3682.4924,,,,,00000000,1970,24669.7409081534,21718069.4861601
32894,1973,CA,CDF,RRU,GILMAN,00000000,1973/09/26 00:00:00+00,,14,,1,1855.1117,,,,,00000784,1970,25390.1089187821,10935181.5984109
32895,1973,CA,CDF,RRU,JUNIPER,00000000,1973/06/22 00:00:00+00,,14,,1,619.88342,,,,,00000378,1970,10976.0199240845,3640499.17768042
32896,1973,CA,USF,CNF, ,00000000,,,9,,1,42.07201,,,,,00000056,1970,2281.796888887,243049.226064788
32897,1973,CA,USF,CNF, ,00000000,,,14,,1,133.01868,,,,,00000004,1970,3674.28337850015,775636.23520348
32898,1973,CA,USF,CNF, ,00000000,,,9,,1,126.22542,,,,,00000060,1970,4001.85987890043,728159.692503782
32899,1973,CA,USF,CNF, ,00000000,,,9,,1,107.86578,,,,,00000053,1970,3048.29378239423,620241.86755673
32900,1973,CA,USF,CNF, ,00000000,,,9,,1,21.026581,,,,,00000061,1970,1676.80236280127,120522.908566967
32901,1973,CA,CCO,MRN,MT. TENAYA CT.,00000000,1973/07/14 00:00:00+00,,14,,1,82.149467,,,,,00000124,1970,3034.6480316987,536751.621445042
32902,1973,CA,USF,KNF,BIG FERRY,00000000,1973/05/30 00:00:00+00,,1,,1,7.8328919,,,,,00000073,1970,949.958572873585,56572.4946978818
32903,1973,CA,USF,KNF,WILL,00000000,1973/07/16 00:00:00+00,1973/07/17 00:00:00+00,1,8,1,12.928987,,,,,00000168,1970,1234.83279059767,94187.7565650867
32904,1973,CA,USF,KNF,MORGAN,00000000,1973/07/19 00:00:00+00,1973/07/23 00:00:00+00,1,8,1,8.0957775,,,,,00000180,1970,1008.17776362984,59212.9580981945
32905,1973,CA,USF,KNF,OFF,00000000,1973/07/27 00:00:00+00,,2,,1,8414.3984,,,,,00000263,1970,39627.8778068298,60576117.2994307
32906,1974,CA,CDF,TCU,LOS CERRETOS,00000000,1974/06/14 00:00:00+00,,14,,1,885.4527,,,,,00000134,1970,16500.6396850047,5716851.87548216
32907,1974,CA,CDF,SCU,MAXON,00000000,1974/07/27 00:00:00+00,,14,,1,313.20697,,,,,00000176,1970,5543.90469476551,2027982.41283897
32908,1974,CA,CDF,MMU,OLD MILL,00000000,1974/05/22 00:00:00+00,,14,,1,4737.6113,,,,,00000070,1970,34553.5347654642,30492067.4393429
32909,1974,CA,CDF,BTU,P. WILSON,00000488,1974/06/07 00:00:00+00,,14,,1,262.68048,,,,,00000082,1970,5185.87742800515,1805547.32718382
32910,1974,CA,CDF,NEU,PLUMAS BRODHY ASSIST,00000000,1974/09/11 00:00:00+00,,14,,1,101.3069,,,,,00000741,1970,2961.92907567374,680985.519514718
32911,1974,CA,CDF,MMU,RANCH MADERA,00000000,1974/08/21 00:00:00+00,,14,,1,515.64227,,,,,00000202,1970,7377.32298208599,3311996.31432967
32912,1974,CA,CDF,SHU,HETTEN,00000000,1974/07/31 00:00:00+00,,14,,1,132.40802,,,,,00000014,1970,3444.97805132656,921878.475862284
32913,1974,CA,USF,SHF, ,00000000,1974/09/11 00:00:00+00,1974/09/23 00:00:00+00,9,8,1,548.31427,,,,,00000182,1970,7630.65509156629,3849369.58772396
32914,1974,CA,CDF,TGU,CASEY,00000000,1974/07/01 00:00:00+00,,14,,1,6829.0557,,,,,00000062,1970,30734.7728982484,47480281.2701391
32915,1974,CA,USF,PNF,FERRIS,00000000,1974/06/25 00:00:00+00,,9,,1,3289.1467,,,,,00000009,1970,29937.7934332854,22735478.4575832
32916,1974,CA,USF,SNF, ,00000000,,,9,,1,31.483335,,,,,00000076,1970,2346.84776248084,199433.301748249
32917,1974,CA,CDF,BDU,SWALL,00000000,1974/02/28 00:00:00+00,,9,,1,666.72998,,,,,00000001,1970,9169.53860169784,4296372.31060988
32918,1970,CA,USF,TNF,OUR,00000000,1970/08/08 00:00:00+00,1970/08/09 00:00:00+00,4,,1,15.244118, ,,,,00000076,1970,1268.01216848211,103464.525100931
32919,1971,CA,USF,TNF,BALDY,00000000,1971/11/08 00:00:00+00,1971/11/10 00:00:00+00,18,,1,26.333715, ,,,,00000127,1970,2512.99673550529,179456.526047459
32920,1972,CA,USF,TNF,CARMAN #1,00000000,1972/08/08 00:00:00+00,1972/08/09 00:00:00+00,1,,1,158.28639, ,,,,00000061,1970,3973.06061273079,1084592.90043098
32921,1972,CA,USF,TNF,COTTONWOOD,00000000,1972/07/23 00:00:00+00,1972/07/24 00:00:00+00,3,,1,10.331246, ,,,,00000042,1970,1271.6894957273,70396.1954341775
32922,1972,CA,USF,TNF,LILY,00000000,1972/09/24 00:00:00+00,1972/09/26 00:00:00+00,3,,1,195.55977, ,,,,00000241,1970,5625.1359365799,1330877.540465
32923,1973,CA,USF,TNF,COYOTE,00000000,1973/09/09 00:00:00+00,1973/09/10 00:00:00+00,9,,1,318.65872, ,,,,00000192,1970,7300.10763680634,2183093.98144614
32924,1980,CA,USF,TNF,VERDI,00000000,1980/05/04 00:00:00+00,1980/05/05 00:00:00+00,9,,1,30.576714, ,,,,00000001,1980,1988.56560436624,208002.344674602
32925,1980,CA,USF,TNF,ROADSIDE 82,00000000,1980/08/18 00:00:00+00,1980/08/18 00:00:00+00,7,,1,23.856861, ,,,,00000045,1980,1706.21855478969,161814.117113071
32926,1984,CA,USF,TNF,AMERICAN,00000000,1984/05/28 00:00:00+00,1984/05/29 00:00:00+00,1,,1,28.037584, ,,,,00000009,1980,1944.01317201486,190695.135353407
32927,1985,CA,USF,TNF,COBURN,00000000,1985/08/26 00:00:00+00,1985/08/28 00:00:00+00,3,,1,35.000439, ,,,,00000117,1980,2314.76335725409,238508.719063253
32928,1986,CA,USF,TNF,RELIEF,00000000,1986/10/17 00:00:00+00,1986/10/22 00:00:00+00,1,,1,53.194023, ,,,,00000120,1980,2496.17382301246,360489.450211882
32929,1986,CA,USF,TNF,SLATE,00000000,1986/06/11 00:00:00+00,1986/06/12 00:00:00+00,1,,1,2040.238, ,,,,00000013,1980,15113.7735982552,13788498.4281507
32930,1987,CA,USF,TNF,INDIAN,00000000,1987/06/26 00:00:00+00,1987/06/28 00:00:00+00,1,,1,18.952482, ,,,,00000086,1980,1644.16824600517,127703.082361395
32931,1987,CA,USF,TNF,INDIAN,00000000,1987/08/29 00:00:00+00,1987/09/11 00:00:00+00,1,,1,9242.6924, ,,,,00000168,1980,41012.1534122541,62992055.8560254
32932,1987,CA,USF,TOI, ,00000000,1987/06/13 00:00:00+00,1987/06/13 00:00:00+00,1,,1,1000.9591,,,,,00000032,1980,13004.9899775937,6844068.44172665
32933,1974,CA,USF,CNF, ,00000000,,,14,,1,24.609192,,,,,00000070,1970,1392.64198436467,141611.274100279
32934,1974,CA,USF,CNF, ,00000000,,,9,,1,32.894791,,,,,00000066,1970,1924.99114814995,189079.45291607
32935,1975,CA,CDF,TUU,WOODLAKE MOUNTAIN,00000000,1975/06/17 00:00:00+00,,14,,1,1574.2014,,,,,00000097,1970,19053.3429204684,9860907.41388742
32936,1975,CA,CDF,TUU,YOKOHL,00000000,1975/06/11 00:00:00+00,,14,,1,1594.8386,,,,,00000082,1970,20972.9064359641,9952883.0437754
32937,1975,CA,CDF,MVU,CLEVENGER,00001431,1975/09/22 00:00:00+00,,9,,1,3634.0542,,,,,00000697,1970,24557.6591849299,21000191.7345781
32938,1975,CA,CDF,MVU,COLE,00000873,1975/07/06 00:00:00+00,,14,,1,73.884422,,,,,00000382,1970,2358.70899452833,429247.699794035
32939,1975,CA,CDF,MVU,RICE,00000938,1975/07/15 00:00:00+00,,14,,1,395.99371,,,,,00000417,1970,7476.53692803672,2302626.71817637
32940,1975,CA,CDF,MVU,ROCKWOOD,00001227,1975/08/25 00:00:00+00,,14,,1,684.44073,,,,,00000563,1970,8811.56919762054,3959191.22408533
32941,1975,CA,CDF,MVU,TECATE,00001462,1975/09/24 00:00:00+00,,14,,1,1885.6476,,,,,00000721,1970,18714.3905078954,10781275.1885622
32942,1975,CA,USF,BDF, ,00000000,,,14,,1,370.92181,,,,,00000000,1970,5871.7341427659,2180832.64755289
32943,1975,CA,USF,BDF, ,00000000,,,14,,1,21.544849,,,,,00000000,1970,1532.28370416776,125854.078503809
32944,1975,CA,USF,BDF, ,00000000,,,14,,1,64.973137,,,,,00000000,1970,2683.56192861908,385355.944404203
32945,1975,CA,USF,BDF, ,00000000,,,14,,1,307.76395,,,,,00000000,1970,6085.73181617369,1825048.71335796
32946,1975,CA,USF,BDF, ,00000000,,,14,,1,56.385269,,,,,00000000,1970,2367.93634247385,334370.966682543
32947,1975,CA,USF,BDF, ,00000000,,,14,,1,170.00333,,,,,00000000,1970,4719.04634590955,1007804.42335365
32948,1975,CA,USF,BDF, ,00000000,,,14,,1,21.225897,,,,,00000000,1970,1629.46999690556,125822.785908544
32949,1975,CA,USF,BDF, ,00000000,,,14,,1,7.5835252,,,,,00000000,1970,840.657082689733,44952.9560425547
32950,1975,CA,CDF,BDU,JEEP,00001129,1975/07/11 00:00:00+00,,14,,1,711.66675,,,,,00000346,1970,10674.488573568,4236544.13223077
32951,1975,CA,CDF,HUU,ISLAND MOUNTAIN,00000000,1975/07/26 00:00:00+00,,14,,1,479.06799,,,,,00000164,1970,6522.018795605,3308647.35657571
32952,1975,CA,CDF,TGU,SUTFIN #2,00000000,1975/07/26 00:00:00+00,,14,,1,761.23657,,,,,00000091,1970,9061.48288134025,5239637.86038828
32953,1975,CA,CDF,TGU,RANCHO TEHAMA,00000000,1975/06/23 00:00:00+00,,14,,1,374.89075,,,,,00000089,1970,8495.82716856017,2589600.44916876
32954,1975,CA,CDF,FKU,SECATA,00000000,1975/07/06 00:00:00+00,,9,,1,1060.6105,,,,,00000006,1970,12964.0158337903,6723843.46365956
32955,1975,CA,USF,LNF, ,00000000,1975/10/02 00:00:00+00,1975/10/03 00:00:00+00,3,8,1,653.42651,,,,,00000094,1970,10602.0188637823,4536743.08499477
32956,1975,CA,USF,MNF,OPEN,00000000,1975/08/10 00:00:00+00,1975/08/11 00:00:00+00,7,8,1,96.871117,,,,,00000018,1970,3457.00749250569,657489.869028561
32957,1975,CA,CCO,LAC,PACOIMA FIRE/USFS,00USFS0F,1975/08/09 00:00:00+00,,14,,1,6595.7109,,,,,00000IRE,1970,41492.0518531771,39267901.5177649
32958,1975,CA,CCO,LAC,MILL FIRE/USFS,00319028,1975/11/22 00:00:00+00,,14,,1,51220.441,,,,,00002344,1970,143881.350513773,304525674.647114
32959,1975,CA,CCO,LAC,STAGECOACH FIRE,00312037,1975/11/24 00:00:00+00,,14,,1,489.2449,,,,,00005153,1970,11077.8779051475,2911905.35502769
32960,1989,CA,USF,TNF, ,00000000,1989/08/02 00:00:00+00,1989/08/09 00:00:00+00,4,,1,95.451279, ,,,,00000043,1980,4350.1202159115,650798.252993084
32961,1975,CA,CCO,LAC,VILLAGE FIRE,00319036,1975/11/23 00:00:00+00,,14,,1,14246.787,,,,,00000277,1970,40669.5431392322,84517742.1877711
32962,1975,CA,CCO,LAC,LANNEN FIRE,00318898,1975/09/22 00:00:00+00,,14,,1,159.50595,,,,,00001088,1970,4730.58501698546,945470.439454748
32963,1975,CA,CCO,LAC,STAR PINE FIRE,00313024,1975/09/19 00:00:00+00,,14,,1,115.10366,,,,,00004658,1970,4323.41616315776,681934.381622997
32964,1975,CA,CCO,LAC,COUNTRY CLUB FIRE,00313021,1975/09/27 00:00:00+00,,14,,1,106.44024,,,,,00041214,1970,4342.22027217437,629564.179362231
32965,1975,CA,CCO,LAC,VIA VERDE FIRE,00313021,1975/08/14 00:00:00+00,,14,,1,331.13474,,,,,00041168,1970,11441.9736559654,1957956.60034912
32966,1975,CA,CCO,LAC, ,00000000,1975/06/27 00:00:00+00,,14,,1,2.5683408,,,,,00000000,1970,499.051039576092,15221.5287082324
32967,1975,CA,CCO,LAC, ,00000000,1975/09/22 00:00:00+00,,14,,1,23.14389,,,,,00000000,1970,1940.56117034557,137293.265899654
32968,1982,CA,CCO,LAC, ,00000000,1982/02/15 00:00:00+00,,14,,1,51.489441,,,,,00000000,1980,2828.68720337666,306007.810578903
32969,1982,CA,CCO,LAC, ,00000000,1982/06/28 00:00:00+00,,14,,1,1014.791,,,,,00000000,1980,19044.8983597395,6077282.59697378
32970,1982,CA,USF,SQF,COW,00000000,1982/08/02 00:00:00+00,1982/08/04 00:00:00+00,7,8,1,1472.6257,,,,,00000081,1980,22267.0749140653,9009056.68237086
32971,1984,CA,CCO,LAC, ,00000000,1984/05/08 00:00:00+00,,14,,1,39.679867,,,,,00000000,1980,2117.4465657501,236724.359235696
32972,1989,CA,USF,TNF,CHALK,00000000,1989/06/21 00:00:00+00,1989/06/23 00:00:00+00,9,,1,25.926924, ,,,,00000020,1980,2059.06091857387,175487.506611713
32973,1989,CA,USF,TNF,DEVIL,00000000,1989/07/03 00:00:00+00,1989/07/06 00:00:00+00,1,,1,9.2053146, ,,,,00000024,1980,995.910183261656,62246.4032392651
32974,1990,CA,USF,TNF,BUTTES,00000000,1990/08/07 00:00:00+00,1990/08/13 00:00:00+00,1,,1,240.22075, ,,,,00000090,1990,5960.36670251468,1638479.16170608
32975,1990,CA,USF,TNF,EAGLE,00000000,1990/08/08 00:00:00+00,1990/08/13 00:00:00+00,1,,1,13.034892, ,,,,00000101,1990,1263.2129425911,88379.3417683563
32976,1990,CA,USF,TOI, ,00000000,1990/08/05 00:00:00+00,1990/08/05 00:00:00+00,1,,1,148.13727,,,,,00000115,1990,3972.47788110229,1014502.10378284
32977,1990,CA,USF,TOI, ,00000000,1990/08/01 00:00:00+00,1990/08/01 00:00:00+00,1,,1,36.289238,,,,,00000096,1990,2043.46053251403,248200.156302898
32978,1990,CA,USF,TOI, ,00000000,1990/07/30 00:00:00+00,1990/07/30 00:00:00+00,6,,1,327.98764,,,,,00000094,1990,6385.49804855775,2226424.82567494
32979,1991,CA,USF,PNF, ,00000000,1991/01/20 00:00:00+00,1991/01/20 00:00:00+00,9,,1,17.48979,Containment 'fire_day' estimated,,,,00000002,1990,1545.69510003998,119258.780355567
32980,1992,CA,USF,TOI, ,00000000,1992/08/13 00:00:00+00,1992/08/13 00:00:00+00,1,,1,84.939674,,,,,00000111,1990,3513.68510291116,582185.927081465
32981,1993,CA,USF,TOI, ,00000000,1993/07/13 00:00:00+00,1993/07/13 00:00:00+00,9,,1,19.139362,,,,,00000012,1990,2475.49998992618,130075.575416387
32982,1994,CA,USF,TNF,WALL,00000000,1994/10/25 00:00:00+00,1994/10/27 00:00:00+00,4,8,1,40.103832, ,,,,00000087,1990,2392.41596963887,272216.682418366
32983,1996,CA,USF,TNF,HUNGRY,00000000,1996/06/21 00:00:00+00,1996/06/24 00:00:00+00,9,,1,70.196602, ,,,,00000007,1990,2984.32813377282,478358.687460527
32984,1984,CA,CCO,LAC, ,00000000,1984/06/06 00:00:00+00,,14,,1,33.118832,,,,,00000000,1980,1856.84874154874,198175.779004771
32985,2001,CA,CDF,TCU,DARBY,00006632,2001/09/05 00:00:00+00,2001/09/24 00:00:00+00,14,8,1,14280.478,,,,,00000680,2000,58904.1354318259,93714351.8632582
32986,2001,CA,CDF,TCU,MOORE,00008044,2001/10/27 00:00:00+00,,4,,1,579.2594,20090305,,,,00000827,2000,10122.5604142576,3830185.15531498
32987,1934,CA,CDF,TUU,CASE MTN,00000000,1934/07/07 00:00:00+00,1934/07/18 00:00:00+00,14,8,1,1633.3268,,,,,00004015,,16648.0417412088,10233077.2656694
32988,2002,CA,CDF,TCU,"SPI #13 ""SKULL""",00009366,2002/11/25 00:00:00+00,2002/11/30 00:00:00+00,5,1,1,19.851063,,,,,00000970,2000,2101.39681879257,130474.265839785
32989,2002,CA,CDF,TCU,SPI #14,00009367,2002/11/30 00:00:00+00,2002/11/30 00:00:00+00,5,1,1,18.01762,,,,,00000971,2000,1376.13559882168,118677.274223813
32990,2002,CA,CDF,TUU,BOSWELL,00007270,2002/07/11 00:00:00+00,2002/07/11 00:00:00+00,2,1,1,15.091997,,,,,00000125,2000,1565.40545382533,94194.6162967836
32991,2002,CA,CDF,TUU,FRITZ,00008656,2002/08/13 00:00:00+00,2002/08/13 00:00:00+00,7,1,1,69.63414,,,,,00000161,2000,3468.23758978725,435260.10600992
32992,2002,CA,CDF,TUU,GRANITE,00004572,2002/05/14 00:00:00+00,2002/05/14 00:00:00+00,6,1,1,74.495186,,,,,00000051,2000,3169.97136591674,462462.432560406
32993,2002,CA,CDF,TUU,AUCKLAND,00005325,2002/05/31 00:00:00+00,2002/05/31 00:00:00+00,2,1,1,17.770697,,,,,00000075,2000,1922.70496510887,111789.102293201
32994,2002,CA,CDF,TUU,CURTIS,00007555,2002/07/18 00:00:00+00,2002/07/18 00:00:00+00,6,6,1,12.759733,,,,,00000134,2000,1211.01597501897,80255.0794635464
32995,2002,CA,CDF,TUU,ELDERWOOD,00004659,2002/05/16 00:00:00+00,2002/05/16 00:00:00+00,6,1,1,152.55005,,,,,00000063,2000,4002.15419352684,956800.811416359
32996,2002,CA,CDF,TUU,STAGE,00006214,2002/06/22 00:00:00+00,2002/06/22 00:00:00+00,7,1,1,1159.7969,,,,,00000099,2000,14855.1937785796,7173505.26621084
32997,2002,CA,CDF,TUU,GLOBE,00005662,2002/06/22 00:00:00+00,2002/06/22 00:00:00+00,7,6,1,11.320466,,,,,00000086,2000,1218.49627862489,70305.5026692237
32998,1983,CA,USF,CNF,WILDCAT,00000000,1983/07/20 00:00:00+00,,9,,1,47.679474,,,,,00000008,1980,2110.63984012716,274484.503342492
32999,1983,CA,USF,CNF,HARBISON,00000000,1983/10/11 00:00:00+00,,9,,1,42.442432,,,,,00000022,1980,2603.87225323196,243957.874941069
33000,1983,CA,USF,CNF,ASSIST #14,00000000,1983/07/05 00:00:00+00,,9,,1,125.92616,,,,,00000005,1980,3959.49740106782,723597.067712198
33001,2006,CA,CCO,LAC,POPPY FIRE,00184014,2006/08/25 00:00:00+00,2006/08/25 00:00:00+00,14,1,1,372.11545,,,,,00184014,2000,8682.35126655585,2233987.39359503
33002,2006,CA,CCO,LAC,HWY 138 & 300 WEST FIRE,00158182,2006/07/23 00:00:00+00,2006/07/23 00:00:00+00,14,1,1,192.6109,,,,,00158182,2000,9965.15199509603,1158290.49216809
33003,2006,CA,CDF,MEU,GEYSERS,MEU05124,2006/07/17 00:00:00+00,2006/07/17 00:00:00+00,14,2,1,342.93613,,,,,00000127,2000,8765.19460161677,2292711.67178009
33004,2006,CA,CDF,MEU,NOBLE,MEU07298,2006/09/24 00:00:00+00,2006/09/30 00:00:00+00,14,3,1,1017.9254,,,,,00000258,2000,11802.2723264863,7020333.54997482
33005,2006,CA,CDF,MMU,BILLY,00005956,2006/05/25 00:00:00+00,2006/05/25 00:00:00+00,9,6,1,996.78345,,,,,00000106,2000,16295.075559836,6322581.27414205
33006,2006,CA,CDF,MMU,GREELEY,00008879,2006/07/20 00:00:00+00,2006/07/20 00:00:00+00,11,6,1,70.488564,,,,,00000242,2000,3208.28177575175,456678.094066932
33007,2006,CA,CDF,MMU,HWY 49,00009345,2006/07/28 00:00:00+00,2006/07/28 00:00:00+00,14,1,1,132.55101,,,,,00000254,2000,4228.65655689114,857862.06079382
33008,2006,CA,CDF,MMU,RAYMOND,00009238,2006/07/26 00:00:00+00,2006/07/26 00:00:00+00,3,1,1,475.08356,,,,,00000253,2000,9032.70840923472,3026396.48723949
33009,2006,CA,CDF,MMU,WHITEROCK,00012758,2006/10/07 00:00:00+00,2006/10/07 00:00:00+00,14,1,1,394.46542,Need to look up fire number,,,,00000000,2000,11765.431547651,2528092.56274637
33010,2006,CA,CDF,MVU,ANGEL,00001241,2006/02/08 00:00:00+00,2006/02/12 00:00:00+00,7,6,1,30.621279,,,,,00000157,2000,2453.45967487812,176994.566264111
33011,1911,CA,USF,ANF, ,00000000,,,14,,1,135.93916,"S.Imsand,Saugus,5N16W-7, WofDryGulch jn Eliz.Lk.Cyn- AFA 1911-1930 Saugus map 1*",,,,00000000,,3487.9432471366,812777.169792328
33012,1911,CA,USF,ANF, ,00000000,,,14,,1,127.06361,"S.Imsand,Saugus,5N16W-11,12,SsideSanFran'to,nowDrinkwtr- AFA 1911-1930 Saugus m*",,,,00000000,,3241.12540306297,759482.725762133
33013,1911,CA,USF,ANF, ,00000000,,,14,,1,157.92612,"S.Imsand,Saugus,5N15W-6,SE San Francisquito powerhouse- AFA 1911-1930 Saugus ma*",,,,00000000,,3887.43552360358,944288.519687469
33014,1914,CA,USF,ANF, ,00000000,,,14,,1,1503.6656,"S.Imsand,Saugus,5N15W-6,NofSan Francisquito powerhouse-AFA 1911-30 Saugus+T map*",,,,00000000,,13759.4547046508,8993042.29014317
33015,1917,CA,USF,ANF, ,00000000,,,14,,1,587.74225,"S.Imsand,Saugus,5N13W-8,SE side HauserCyn,N of Boiling Pt.- AFA 1911-1930 Saugu*",,,,00000000,,7038.15274631201,3513291.93020575
33016,1911,CA,USF,ANF, ,00000000,,,14,,1,247.83539,"S.Imsand,Saugus,5N14W-7,18,N end Texas Cyn- AFA 1911-1930 Saugus map 1:256400",,,,00000000,,4694.86440213608,1481192.04927703
33017,2001,CA,USF,BDF,DRY,00000000,2001/09/24 00:00:00+00,2001/09/24 00:00:00+00,9,6,1,21.041716,,,,,00000150,2000,1687.91842664314,123370.215329268
33018,2001,CA,USF,BDF,HEMLOCK,00000000,2001/06/13 00:00:00+00,2001/07/16 00:00:00+00,9,6,1,1074.4679,,,,,00000054,2000,18446.7872849798,6369230.53651905
33019,2001,CA,USF,BDF,JACKSON,00000000,2001/07/22 00:00:00+00,2001/07/23 00:00:00+00,7,6,1,78.963997,,,,,00000086,2000,3286.43334736147,468372.923580926
33020,2001,CA,USF,LPF,JUNKYARD,00000000,2001/10/25 00:00:00+00,2001/10/29 00:00:00+00,9,2,1,63.455849,,,,,00000051,2000,4350.49009544236,380933.162016997
33021,2001,CA,USF,MDF,PARSNIP,00000000,2001/08/09 00:00:00+00,2001/08/16 00:00:00+00,1,8,1,72.395485,,BLUE COMPLEX,00000621,,00000174,2000,3819.18731398179,517270.351555709
33022,2001,CA,USF,LPF,SANTA PAULA,00000000,2001/09/15 00:00:00+00,2001/09/15 00:00:00+00,9,6,1,174.38344,,,,,00000043,2000,4602.73999314098,1040354.14060647
33023,2001,CA,USF,BDF,SOBOBA #2,00000000,2001/08/18 00:00:00+00,2001/08/18 00:00:00+00,9,6,1,9.8205833,,,,,00000119,2000,1045.22299301071,57675.8458117865
33024,2001,CA,USF,BDF,TRAM,00000000,2001/06/17 00:00:00+00,2001/06/18 00:00:00+00,7,6,1,123.77144,,,,,00000042,2000,4298.33558565597,727982.335704463
33025,2001,CA,USF,MDF,BLUE,00000000,2001/08/08 00:00:00+00,2001/08/21 00:00:00+00,1,8,1,34218.848,,BLUE COMPLEX,00000621,,00000138,2000,96010.4456630814,244702680.996806
33026,2002,CA,CDF,AEU,PONY,00008240,2002/06/12 00:00:00+00,,11,,1,702.27448,,,,,00000154,2000,12536.4209211729,4642468.15888254
