CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,Block_Location,BLKADDR,Lat,Lon
19048515,DISTURBANCE,08/29/2019 12:00:00 AM,23:29,DISORDERLY CONDUCT,4,"UNIVERSITY AVE
Berkeley, CA",UNIVERSITY AVE,,
19048149,FRAUD/FORGERY,08/22/2019 12:00:00 AM,12:00,FRAUD,4,"2500 ETNA ST
Berkeley, CA",2500 ETNA ST,,
19065601,IDENTITY THEFT,07/01/2019 12:00:00 AM,00:00,FRAUD,1,"1100 WALNUT ST
Berkeley, CA
(37.887961, -122.269822)",1100 WALNUT ST,37.887961,-122.269822
19041411,VANDALISM,07/29/2019 12:00:00 AM,03:30,VANDALISM,1,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,37.865511,-122.309967
19043603,VANDALISM,08/08/2019 12:00:00 AM,01:20,VANDALISM,4,"2500 SAN PABLO AV
Berkeley, CA
(37.861078, -122.289632)",2500 SAN PABLO AV,37.861078000000006,-122.289632
19046163,DISTURBANCE,08/19/2019 12:00:00 AM,23:54,DISORDERLY CONDUCT,1,"1100 EASTSHORE HW
Berkeley, CA
(37.885683, -122.308114)",1100 EASTSHORE HW,37.885683,-122.308114
19091428,BURGLARY AUTO,07/18/2019 12:00:00 AM,21:25,BURGLARY - VEHICLE,4,"1900 UNIVERSITY AV
Berkeley, CA
(37.871544, -122.272714)",1900 UNIVERSITY AV,37.871544,-122.272714
19042765,THEFT MISD. (UNDER $950),08/04/2019 12:00:00 AM,13:15,LARCENY,0,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,37.871167,-122.268285
19043970,SEXUAL ASSAULT MISD.,08/07/2019 12:00:00 AM,17:00,SEX CRIME,3,"1400 BONITA AV
Berkeley, CA
(37.881433, -122.272921)",1400 BONITA AV,37.881433,-122.272921
19091552,BURGLARY AUTO,08/01/2019 12:00:00 AM,22:45,BURGLARY - VEHICLE,4,"1500 ACTON ST
Berkeley, CA
(37.878051, -122.285222)",1500 ACTON ST,37.878051,-122.285222
19091430,BURGLARY AUTO,07/18/2019 12:00:00 AM,20:00,BURGLARY - VEHICLE,4,"900 GILMAN ST
Berkeley, CA
(37.879677, -122.299779)",900 GILMAN ST,37.879677,-122.299779
19091868,IDENTITY THEFT,08/02/2019 12:00:00 AM,17:45,FRAUD,5,"1400 VIRGINIA ST
Berkeley, CA
(37.874575, -122.284796)",1400 VIRGINIA ST,37.874575,-122.284796
19045413,VANDALISM,08/14/2019 12:00:00 AM,18:30,VANDALISM,3,"1400 NINTH ST
Berkeley, CA
(37.878274, -122.297556)",1400 NINTH ST,37.878274,-122.297556
19071253,SEXUAL ASSAULT FEL.,08/04/2019 12:00:00 AM,22:00,SEX CRIME,0,"DELAWARE STREET & SHATTUCK AV
Berkeley, CA
(37.874781, -122.268758)",DELAWARE STREET & SHATTUCK AV,37.874781,-122.268758
19046950,IDENTITY THEFT,07/04/2019 12:00:00 AM,00:00,FRAUD,4,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,37.871167,-122.268285
19047236,BURGLARY COMMERCIAL,08/23/2019 12:00:00 AM,11:45,BURGLARY - COMMERCIAL,5,"900 UNIVERSITY AV
Berkeley, CA
(37.868263, -122.296013)",900 UNIVERSITY AV,37.868263,-122.296013
19091454,VANDALISM,07/15/2019 12:00:00 AM,03:15,VANDALISM,1,"1000 MURRAY ST
Berkeley, CA
(37.851203, -122.289129)",1000 MURRAY ST,37.85120300000001,-122.289129
19091713,THEFT MISD. (UNDER $950),08/20/2019 12:00:00 AM,06:50,LARCENY,2,"1800 SAN LORENZO AVE
Berkeley, CA
(37.894256, -122.281603)",1800 SAN LORENZO AVE,37.894256,-122.281603
19045495,ASSAULT/BATTERY MISD.,08/16/2019 12:00:00 AM,17:50,ASSAULT,5,"2200 SHATTUCK AV
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AV,37.869363,-122.268028
19046960,BURGLARY COMMERCIAL,08/23/2019 12:00:00 AM,02:27,BURGLARY - COMMERCIAL,5,"1800 SOLANO AV
Berkeley, CA
(37.891332, -122.279975)",1800 SOLANO AV,37.891332,-122.279975
19091416,THEFT MISD. (UNDER $950),07/17/2019 12:00:00 AM,14:30,LARCENY,3,"1300 ALCATRAZ AV
Berkeley, CA
(37.847442, -122.281175)",1300 ALCATRAZ AV,37.847442,-122.281175
19044126,VANDALISM,08/09/2019 12:00:00 AM,17:00,VANDALISM,5,"2700 SHATTUCK AV
Berkeley, CA
(37.859802, -122.267177)",2700 SHATTUCK AV,37.859802,-122.267177
19045540,ALCOHOL OFFENSE,08/16/2019 12:00:00 AM,21:31,LIQUOR LAW VIOLATION,5,"1400 SHATTUCK AV
Berkeley, CA
(37.881957, -122.269551)",1400 SHATTUCK AV,37.881957,-122.269551
19036903,THEFT MISD. (UNDER $950),07/07/2019 12:00:00 AM,18:40,LARCENY,0,"2300 SHATTUCK AV
Berkeley, CA
(37.867157, -122.2678)",2300 SHATTUCK AV,37.867157,-122.2678
19038031,DOMESTIC VIOLENCE,07/13/2019 12:00:00 AM,02:17,FAMILY OFFENSE,6,"BANCROFT WY & FULTON ST
Berkeley, CA
(37.867831, -122.265858)",BANCROFT WY & FULTON ST,37.867831,-122.265858
19046537,THEFT MISD. (UNDER $950),08/21/2019 12:00:00 AM,13:17,LARCENY,3,"2900 COLLEGE AV
Berkeley, CA
(37.858356, -122.253179)",2900 COLLEGE AV,37.858356,-122.253179
19048622,BURGLARY AUTO,08/30/2019 12:00:00 AM,10:30,BURGLARY - VEHICLE,5,"1100 6TH ST
Berkeley, CA
(37.882217, -122.302226)",1100 6TH ST,37.882217,-122.302226
19038112,VANDALISM,07/13/2019 12:00:00 AM,14:00,VANDALISM,6,"HEARST AV & MARTIN LUTHER KING JR WY
Berkeley, CA
(37.873327, -122.273214)",HEARST AV & MARTIN LUTHER KING JR WY,37.873327,-122.273214
19042088,VEHICLE STOLEN,07/29/2019 12:00:00 AM,09:30,MOTOR VEHICLE THEFT,1,"SAN PABLO AV & BLAKE ST
Berkeley, CA
(37.860265, -122.289213)",SAN PABLO AV & BLAKE ST,37.86026500000001,-122.289213
19038265,THEFT FROM AUTO,07/13/2019 12:00:00 AM,00:01,LARCENY - FROM VEHICLE,6,"2000 5TH ST
Berkeley, CA
(37.867271, -122.298682)",2000 5TH ST,37.867271,-122.298682
19091444,BURGLARY AUTO,07/20/2019 12:00:00 AM,13:05,BURGLARY - VEHICLE,6,"100 UNIVERSITY AV
Berkeley, CA
(37.86331, -122.316113)",100 UNIVERSITY AV,37.86331,-122.316113
19091347,VANDALISM,07/08/2019 12:00:00 AM,18:00,VANDALISM,1,"2100 DWIGHT WY
Berkeley, CA
(37.863977, -122.267307)",2100 DWIGHT WY,37.863977,-122.267307
19039710,BURGLARY RESIDENTIAL,07/21/2019 12:00:00 AM,01:00,BURGLARY - RESIDENTIAL,0,"1600 WOOLSEY ST
Berkeley, CA
(37.850899, -122.276174)",1600 WOOLSEY ST,37.850899,-122.276174
19091482,BURGLARY AUTO,07/25/2019 12:00:00 AM,20:00,BURGLARY - VEHICLE,4,"2800 TELEGRAPH AVE
Berkeley, CA
(37.859309, -122.259291)",2800 TELEGRAPH AVE,37.859309,-122.259291
19091572,VANDALISM,08/05/2019 12:00:00 AM,06:50,VANDALISM,1,"1800 CHESTNUT ST
Berkeley, CA
(37.872099, -122.288323)",1800 CHESTNUT ST,37.872099,-122.288323
19091406,THEFT MISD. (UNDER $950),07/12/2019 12:00:00 AM,23:00,LARCENY,5,"2900 BENVENUE AV
Berkeley, CA
(37.858156, -122.254397)",2900 BENVENUE AV,37.858156,-122.254397
19043301,FRAUD/FORGERY,08/06/2019 12:00:00 AM,22:04,FRAUD,2,"1900 MARIN AVE
Berkeley, CA
(37.888897, -122.276185)",1900 MARIN AVE,37.888897,-122.276185
19039574,VEHICLE STOLEN,07/19/2019 12:00:00 AM,18:00,MOTOR VEHICLE THEFT,5,"1300 VIRGINIA ST
Berkeley, CA
(37.874095, -122.288542)",1300 VIRGINIA ST,37.874095,-122.288542
19041876,BURGLARY AUTO,07/31/2019 12:00:00 AM,16:20,BURGLARY - VEHICLE,3,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
19091478,BURGLARY AUTO,07/28/2019 12:00:00 AM,02:40,BURGLARY - VEHICLE,0,"1500 DWIGHT WAY
Berkeley, CA
(37.862202, -122.281026)",1500 DWIGHT WAY,37.862202,-122.281026
19091455,BURGLARY AUTO,07/18/2019 12:00:00 AM,23:50,BURGLARY - VEHICLE,4,"700 CONTRA COSTA AV
Berkeley, CA
(37.896648, -122.277424)",700 CONTRA COSTA AV,37.896648,-122.277424
19043592,BURGLARY COMMERCIAL,08/07/2019 12:00:00 AM,23:36,BURGLARY - COMMERCIAL,3,"2000 FRANCISCO ST
Berkeley, CA
(37.875391, -122.271141)",2000 FRANCISCO ST,37.875391,-122.271141
19045105,BURGLARY AUTO,08/14/2019 12:00:00 AM,22:15,BURGLARY - VEHICLE,3,"2000 SAN PABLO AV
Berkeley, CA
(37.868815, -122.292131)",2000 SAN PABLO AV,37.86881500000001,-122.292131
19091648,BURGLARY AUTO,08/11/2019 12:00:00 AM,06:15,BURGLARY - VEHICLE,0,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,37.865511,-122.309967
19091633,BURGLARY AUTO,08/11/2019 12:00:00 AM,21:00,BURGLARY - VEHICLE,0,"2700 CHANNING WY
Berkeley, CA
(37.867491, -122.254054)",2700 CHANNING WY,37.867491,-122.254054
19091603,BURGLARY AUTO,08/07/2019 12:00:00 AM,22:35,BURGLARY - VEHICLE,3,"MILVIA ST.&UNIVERSITY AVE
Berkeley, CA",MILVIA ST.&UNIVERSITY AVE,,
19040965,DISTURBANCE,07/27/2019 12:00:00 AM,04:00,DISORDERLY CONDUCT,6,"1000 DWIGHT WY
Berkeley, CA
(37.860732, -122.291369)",1000 DWIGHT WY,37.860732,-122.291369
19092077,THEFT MISD. (UNDER $950),08/10/2019 12:00:00 AM,14:00,LARCENY,6,"2200 CHANNING WAY
Berkeley, CA
(37.866037, -122.265618)",2200 CHANNING WAY,37.866037,-122.265618
19041577,VEHICLE STOLEN,07/29/2019 12:00:00 AM,19:00,MOTOR VEHICLE THEFT,1,"2100 WOOLSEY ST
Berkeley, CA
(37.852379, -122.266119)",2100 WOOLSEY ST,37.852379,-122.266119
19048805,THEFT MISD. (UNDER $950),08/30/2019 12:00:00 AM,18:00,LARCENY,5,"2400 PIEDMONT AV
Berkeley, CA
(37.867513, -122.25195)",2400 PIEDMONT AV,37.867513,-122.25195
19045760,VEHICLE RECOVERED,08/17/2019 12:00:00 AM,21:33,RECOVERED VEHICLE,6,"1500 STUART ST
Berkeley, CA
(37.856968, -122.279544)",1500 STUART ST,37.856968,-122.279544
19044100,THEFT MISD. (UNDER $950),08/10/2019 12:00:00 AM,04:00,LARCENY,6,"2400 BYRON ST
Berkeley, CA
(37.862473, -122.289019)",2400 BYRON ST,37.862473,-122.289019
19044108,VEHICLE STOLEN,08/10/2019 12:00:00 AM,12:55,MOTOR VEHICLE THEFT,6,"2800 MILVIA ST
Berkeley, CA
(37.857592, -122.269186)",2800 MILVIA ST,37.857592,-122.269186
19042475,FRAUD/FORGERY,07/10/2019 12:00:00 AM,05:00,FRAUD,3,"2000 HASTE ST
Berkeley, CA
(37.86456, -122.269954)",2000 HASTE ST,37.86456,-122.269954
19038130,BURGLARY RESIDENTIAL,07/12/2019 12:00:00 AM,08:00,BURGLARY - RESIDENTIAL,5,"1100 HEARST AV
Berkeley, CA
(37.870417, -122.292485)",1100 HEARST AV,37.870417,-122.292485
19043321,ROBBERY,08/06/2019 12:00:00 AM,23:50,ROBBERY,2,"ALCATRAZ AV & CALIFORNIA ST
Berkeley, CA
(37.848152, -122.275807)",ALCATRAZ AV & CALIFORNIA ST,37.848152,-122.275807
19039939,THEFT FROM AUTO,07/18/2019 12:00:00 AM,00:00,LARCENY - FROM VEHICLE,4,"1600 CURTIS ST
Berkeley, CA
(37.875553, -122.290549)",1600 CURTIS ST,37.875553,-122.290549
19037903,ROBBERY,07/12/2019 12:00:00 AM,15:45,ROBBERY,5,"2400 DWIGHT WY
Berkeley, CA
(37.864826, -122.260719)",2400 DWIGHT WY,37.864826,-122.260719
19044631,BURGLARY AUTO,08/13/2019 12:00:00 AM,05:00,BURGLARY - VEHICLE,2,"600 SAN LUIS RD
Berkeley, CA
(37.89977, -122.275237)",600 SAN LUIS RD,37.89977,-122.275237
19091739,BURGLARY AUTO,08/23/2019 12:00:00 AM,13:00,BURGLARY - VEHICLE,5,"2400 SHATTUCK AV
Berkeley, CA
(37.865772, -122.267643)",2400 SHATTUCK AV,37.865772,-122.267643
19091671,VANDALISM,08/13/2019 12:00:00 AM,10:00,VANDALISM,2,"1600 HOPKINS ST
Berkeley, CA
(37.882016, -122.281271)",1600 HOPKINS ST,37.882016,-122.281271
19040347,BURGLARY AUTO,07/24/2019 12:00:00 AM,10:30,BURGLARY - VEHICLE,3,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
19042731,VEHICLE STOLEN,08/03/2019 12:00:00 AM,15:30,MOTOR VEHICLE THEFT,6,"1300 WALNUT ST
Berkeley, CA
(37.883798, -122.268567)",1300 WALNUT ST,37.883798,-122.268567
19091703,BURGLARY AUTO,08/19/2019 12:00:00 AM,18:00,BURGLARY - VEHICLE,1,"1900 BLAKE ST
Berkeley, CA
(37.862471, -122.271904)",1900 BLAKE ST,37.862471,-122.271904
19048974,2ND RESPONSE,08/31/2019 12:00:00 AM,23:31,NOISE VIOLATION,6,"2400 PARKER ST
Berkeley, CA
(37.863072, -122.260352)",2400 PARKER ST,37.863072,-122.260352
19091398,THEFT MISD. (UNDER $950),07/08/2019 12:00:00 AM,13:55,LARCENY,1,"2100 HASTE ST
Berkeley, CA
(37.864908, -122.267289)",2100 HASTE ST,37.864908,-122.267289
19038523,VEHICLE STOLEN,07/15/2019 12:00:00 AM,14:00,MOTOR VEHICLE THEFT,1,"200 ALVARADO RD
Berkeley, CA
(37.855969, -122.236484)",200 ALVARADO RD,37.855969,-122.236484
19091353,BURGLARY RESIDENTIAL,07/09/2019 12:00:00 AM,15:00,BURGLARY - RESIDENTIAL,2,"1900 YOLO AV
Berkeley, CA
(37.885032, -122.274324)",1900 YOLO AV,37.885032,-122.274324
19036573,THEFT MISD. (UNDER $950),07/05/2019 12:00:00 AM,21:00,LARCENY,5,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
19048914,DOMESTIC VIOLENCE,08/31/2019 12:00:00 AM,17:00,FAMILY OFFENSE,6,"UNIVERSITY AV & 6TH ST
Berkeley, CA
(37.867926, -122.297664)",UNIVERSITY AV & 6TH ST,37.867926,-122.29766399999998
19039552,THEFT MISD. (UNDER $950),07/20/2019 12:00:00 AM,10:08,LARCENY,6,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,37.871167,-122.268285
19040165,BURGLARY RESIDENTIAL,07/22/2019 12:00:00 AM,04:10,BURGLARY - RESIDENTIAL,1,"2400 DWIGHT WY
Berkeley, CA
(37.864826, -122.260719)",2400 DWIGHT WY,37.864826,-122.260719
19039627,ROBBERY,07/20/2019 12:00:00 AM,17:00,ROBBERY,6,"3300 ADELINE ST
Berkeley, CA
(37.848292, -122.271773)",3300 ADELINE ST,37.848292,-122.271773
19048115,BURGLARY AUTO,08/27/2019 12:00:00 AM,22:30,BURGLARY - VEHICLE,2,"21 MOSSWOOD
Berkeley, CA
(37.870074, -122.248404)",21 MOSSWOOD,37.870074,-122.248404
19036988,ASSAULT/BATTERY MISD.,07/08/2019 12:00:00 AM,07:44,ASSAULT,1,"2300 ACTON ST
Berkeley, CA
(37.865349, -122.28377)",2300 ACTON ST,37.865349,-122.28377
19091531,BURGLARY AUTO,07/31/2019 12:00:00 AM,13:30,BURGLARY - VEHICLE,3,"2500 DURANT AV
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AV,37.867852,-122.258699
19036294,BURGLARY AUTO,07/04/2019 12:00:00 AM,07:07,BURGLARY - VEHICLE,4,"2400 ASHBY AV
Berkeley, CA
(37.856111, -122.260248)",2400 ASHBY AV,37.856111,-122.260248
19043809,DISTURBANCE,08/08/2019 12:00:00 AM,23:50,DISORDERLY CONDUCT,4,"2500 DURANT AV
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AV,37.867852,-122.258699
19040045,THEFT FELONY (OVER $950),07/22/2019 12:00:00 AM,22:31,LARCENY,1,"WARRING STREET & DWIGHT WY
Berkeley, CA
(37.865945, -122.250471)",WARRING STREET & DWIGHT WY,37.865945,-122.250471
19048571,THEFT MISD. (UNDER $950),08/29/2019 12:00:00 AM,20:00,LARCENY,4,"1800 SOLANO AV
Berkeley, CA
(37.891332, -122.279975)",1800 SOLANO AV,37.891332,-122.279975
19042116,THEFT FELONY (OVER $950),08/01/2019 12:00:00 AM,06:30,LARCENY,4,"2424 MARTIN LUTHER KING JR
Berkeley, CA
(37.86421, -122.272196)",2424 MARTIN LUTHER KING JR,37.86421,-122.272196
19091757,BURGLARY AUTO,08/01/2019 12:00:00 AM,14:50,BURGLARY - VEHICLE,4,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
19040784,BURGLARY COMMERCIAL,07/26/2019 12:00:00 AM,12:15,BURGLARY - COMMERCIAL,5,"1700 ALCATRAZ AV
Berkeley, CA
(37.848453, -122.273607)",1700 ALCATRAZ AV,37.848453000000006,-122.273607
19037033,VEHICLE STOLEN,07/07/2019 12:00:00 AM,22:00,MOTOR VEHICLE THEFT,0,"1400 ADDISON ST
Berkeley, CA
(37.869186, -122.283943)",1400 ADDISON ST,37.869186,-122.283943
19091709,BURGLARY AUTO,08/20/2019 12:00:00 AM,01:00,BURGLARY - VEHICLE,2,"1400 HOPKINS ST
Berkeley, CA
(37.879888, -122.285306)",1400 HOPKINS ST,37.879888,-122.285306
19042349,FRAUD/FORGERY,07/27/2019 12:00:00 AM,10:00,FRAUD,6,"1200 CAMPUS DR
Berkeley, CA
(37.887741, -122.254539)",1200 CAMPUS DR,37.887741,-122.254539
19038350,BURGLARY RESIDENTIAL,07/13/2019 12:00:00 AM,22:30,BURGLARY - RESIDENTIAL,6,"1700 SPRUCE ST
Berkeley, CA
(37.876921, -122.265567)",1700 SPRUCE ST,37.876921,-122.265567
19038566,BURGLARY AUTO,07/15/2019 12:00:00 AM,19:30,BURGLARY - VEHICLE,1,"CAMELIA STREET & 6TH ST
Berkeley, CA
(37.877623, -122.30078)",CAMELIA STREET & 6TH ST,37.877623,-122.30078
19091834,THEFT MISD. (UNDER $950),07/28/2019 12:00:00 AM,12:20,LARCENY,0,"1900 CURTIS ST
Berkeley, CA
(37.87084, -122.289678)",1900 CURTIS ST,37.87084,-122.289678
19091557,BURGLARY AUTO,08/05/2019 12:00:00 AM,19:45,BURGLARY - VEHICLE,1,"1328 SIXTH
Berkeley, CA
(37.878284, -122.300994)",1328 SIXTH,37.878284,-122.300994
19044547,THEFT MISD. (UNDER $950),08/12/2019 12:00:00 AM,18:00,LARCENY,1,"1900 SHATTUCK AV
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AV,37.873687,-122.268616
19036091,BURGLARY COMMERCIAL,07/03/2019 12:00:00 AM,03:05,BURGLARY - COMMERCIAL,3,"1500 WALNUT ST
Berkeley, CA
(37.880376, -122.268183)",1500 WALNUT ST,37.880376,-122.268183
19046924,DOMESTIC VIOLENCE,08/23/2019 12:00:00 AM,09:15,FAMILY OFFENSE,5,"NEILSON STREET &NEILSON ST
Berkeley, CA",NEILSON STREET &NEILSON ST,,
19040004,BURGLARY AUTO,07/21/2019 12:00:00 AM,20:30,BURGLARY - VEHICLE,0,"1600 PRINCE ST
Berkeley, CA
(37.85177, -122.276489)",1600 PRINCE ST,37.85177,-122.27648899999998
19045175,BURGLARY RESIDENTIAL,08/14/2019 12:00:00 AM,18:00,BURGLARY - RESIDENTIAL,3,"2300 BLAKE ST
Berkeley, CA
(37.863646, -122.262822)",2300 BLAKE ST,37.863646,-122.262822
19044478,VEHICLE STOLEN,08/09/2019 12:00:00 AM,17:00,MOTOR VEHICLE THEFT,5,"1900 RUSSELL ST
Berkeley, CA
(37.856132, -122.271292)",1900 RUSSELL ST,37.856132,-122.271292
19091476,BURGLARY AUTO,07/24/2019 12:00:00 AM,15:25,BURGLARY - VEHICLE,3,"2500 MILVIA ST
Berkeley, CA
(37.86314, -122.269786)",2500 MILVIA ST,37.86314,-122.269786
19048596,VEHICLE STOLEN,08/29/2019 12:00:00 AM,20:30,MOTOR VEHICLE THEFT,4,"1600 SPRUCE ST
Berkeley, CA
(37.878864, -122.265718)",1600 SPRUCE ST,37.878864,-122.265718
19039536,BURGLARY AUTO,07/19/2019 12:00:00 AM,18:30,BURGLARY - VEHICLE,5,"2700 BENVENUE AV
Berkeley, CA
(37.861591, -122.254736)",2700 BENVENUE AV,37.861591,-122.254736
19036900,VEHICLE STOLEN,07/06/2019 12:00:00 AM,17:30,MOTOR VEHICLE THEFT,6,"1200 HENRY ST
Berkeley, CA
(37.88548, -122.2713)",1200 HENRY ST,37.88548,-122.2713
19041046,VEHICLE STOLEN,07/24/2019 12:00:00 AM,05:30,MOTOR VEHICLE THEFT,3,"CEDAR STREET & EASTSHORE HW
Berkeley, CA
(37.872965, -122.305264)",CEDAR STREET & EASTSHORE HW,37.872965,-122.305264
19047525,DOMESTIC VIOLENCE,08/25/2019 12:00:00 AM,20:00,FAMILY OFFENSE,0,"1600 DERBY ST
Berkeley, CA
(37.859006, -122.277874)",1600 DERBY ST,37.859006,-122.277874
19039833,VEHICLE STOLEN,07/21/2019 12:00:00 AM,16:00,MOTOR VEHICLE THEFT,0,"2700 9TH ST
Berkeley, CA
(37.857336, -122.290797)",2700 9TH ST,37.857336,-122.290797
19044531,BURGLARY RESIDENTIAL,08/12/2019 12:00:00 AM,10:00,BURGLARY - RESIDENTIAL,1,"2700 HASTE ST
Berkeley, CA
(37.866568, -122.254084)",2700 HASTE ST,37.866568,-122.254084
19044935,THEFT MISD. (UNDER $950),08/14/2019 12:00:00 AM,09:40,LARCENY,3,"2000 UNIVERSITY AV
Berkeley, CA
(37.871828, -122.270516)",2000 UNIVERSITY AV,37.871828,-122.270516
19091674,THEFT FELONY (OVER $950),08/14/2019 12:00:00 AM,06:00,LARCENY,3,"1500 PRINCE ST
Berkeley, CA
(37.851503, -122.278518)",1500 PRINCE ST,37.851503,-122.278518
19091748,BURGLARY RESIDENTIAL,08/24/2019 12:00:00 AM,23:42,BURGLARY - RESIDENTIAL,6,"1900 ADDISON ST
Berkeley, CA
(37.870639, -122.272468)",1900 ADDISON ST,37.870639,-122.272468
19040893,NARCOTICS,07/26/2019 12:00:00 AM,22:03,DRUG VIOLATION,5,"CEDAR STREET & EASTSHORE HW
Berkeley, CA
(37.872965, -122.305264)",CEDAR STREET & EASTSHORE HW,37.872965,-122.305264
19091422,BURGLARY AUTO,07/18/2019 12:00:00 AM,00:01,BURGLARY - VEHICLE,4,"200 MARINA BL
Berkeley, CA
(37.868667, -122.313656)",200 MARINA BL,37.868667,-122.313656
19036679,DISTURBANCE,07/06/2019 12:00:00 AM,10:00,DISORDERLY CONDUCT,6,"2500 DURANT AV
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AV,37.867852,-122.258699
19048223,THEFT MISD. (UNDER $950),08/28/2019 12:00:00 AM,10:00,LARCENY,3,"2700 PRINCE ST
Berkeley, CA
(37.85489, -122.252564)",2700 PRINCE ST,37.85489000000001,-122.252564
19046351,DOMESTIC VIOLENCE,08/20/2019 12:00:00 AM,17:00,FAMILY OFFENSE,2,"2300 HEARST AV
Berkeley, CA
(37.874537, -122.263862)",2300 HEARST AV,37.874537,-122.26386200000002
19038407,GUN/WEAPON,07/15/2019 12:00:00 AM,00:22,WEAPONS OFFENSE,1,"2ND STREET & JONES ST
Berkeley, CA
(37.874369, -122.304473)",2ND STREET & JONES ST,37.874369,-122.304473
19041670,ROBBERY,07/30/2019 12:00:00 AM,15:58,ROBBERY,2,"3000 TELEGRAPH AV
Berkeley, CA
(37.855435, -122.259841)",3000 TELEGRAPH AV,37.855435,-122.259841
19049343,VEHICLE STOLEN,08/30/2019 12:00:00 AM,18:00,MOTOR VEHICLE THEFT,5,"HEARST AV & CHESTNUT ST
Berkeley, CA",HEARST AV & CHESTNUT ST,,
19048471,SEXUAL ASSAULT FEL.,08/29/2019 12:00:00 AM,02:00,SEX CRIME,4,"2300 HASTE ST
Berkeley, CA
(37.865443, -122.263189)",2300 HASTE ST,37.865443,-122.26318899999998
19036007,THEFT MISD. (UNDER $950),07/02/2019 12:00:00 AM,16:50,LARCENY,2,"2300 SHATTUCK AV
Berkeley, CA
(37.867157, -122.2678)",2300 SHATTUCK AV,37.867157,-122.2678
19091427,BURGLARY AUTO,07/18/2019 12:00:00 AM,16:15,BURGLARY - VEHICLE,4,"700 SPINNAKER WY
Berkeley, CA",700 SPINNAKER WY,,
19091802,BURGLARY AUTO,08/30/2019 12:00:00 AM,18:45,BURGLARY - VEHICLE,5,"2400 SHATTUCK AV
Berkeley, CA
(37.865772, -122.267643)",2400 SHATTUCK AV,37.865772,-122.267643
19043283,BURGLARY AUTO,08/06/2019 12:00:00 AM,16:16,BURGLARY - VEHICLE,2,"2400 DURANT AV
Berkeley, CA
(37.867513, -122.26127)",2400 DURANT AV,37.867513,-122.26127
19041682,BURGLARY AUTO,07/30/2019 12:00:00 AM,17:00,BURGLARY - VEHICLE,2,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
19091790,VEHICLE STOLEN,08/18/2019 12:00:00 AM,12:00,MOTOR VEHICLE THEFT,0,"1500 RUSSELL ST
Berkeley, CA
(37.854833, -122.279839)",1500 RUSSELL ST,37.854833,-122.279839
19046144,ROBBERY,08/19/2019 12:00:00 AM,21:50,ROBBERY,1,"DWIGHT WY & BENVENUE AV
Berkeley, CA
(37.865535, -122.255235)",DWIGHT WY & BENVENUE AV,37.865535,-122.255235
19091501,THEFT MISD. (UNDER $950),07/21/2019 12:00:00 AM,00:00,LARCENY,0,"1900 VINE ST
Berkeley, CA
(37.879679, -122.273638)",1900 VINE ST,37.879679,-122.273638
19041433,THEFT FELONY (OVER $950),07/29/2019 12:00:00 AM,14:35,LARCENY,1,"2500 BANCROFT WY
Berkeley, CA
(37.868722, -122.259123)",2500 BANCROFT WY,37.868722,-122.259123
19043044,THEFT FROM PERSON,08/05/2019 12:00:00 AM,22:04,LARCENY,1,"2500 REGENT ST
Berkeley, CA
(37.865202, -122.257795)",2500 REGENT ST,37.865202,-122.257795
19091473,THEFT MISD. (UNDER $950),07/18/2019 12:00:00 AM,14:40,LARCENY,4,"2900 COLLEGE AV
Berkeley, CA
(37.858356, -122.253179)",2900 COLLEGE AV,37.858356,-122.253179
19048476,VEHICLE STOLEN,08/29/2019 12:00:00 AM,16:50,MOTOR VEHICLE THEFT,4,"1200 FRANCISCO ST
Berkeley, CA
(37.87304, -122.289659)",1200 FRANCISCO ST,37.87304,-122.289659
19091517,BURGLARY AUTO,07/29/2019 12:00:00 AM,15:03,BURGLARY - VEHICLE,1,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
